source,target,weight
increase,risk,11
cover,you,1
eat,enjoy,1
read,factor,1
Gardasil_shot,week,1
Effective,cervical_cancer,9
life,after,5
early_detection,treatment,2
sorry,Gardasil,1
important,more,2
cervical_cancer,yes,4
surgery,cervical_cancer,7
HPV,event,2
doctor,get,6
last,pretty,1
virus,both,1
why,trust,2
teenage,reduce,1
vaccine,my,3
genital,some,1
my,pretty,2
remember,late,1
cervical_cancer,preventable,18
use,see,1
gay_men,camcer,2
common,nearly,2
January,spread,3
HPV,what,12
vaccine,prevent,9
way,detect,2
pap,do,6
include,during,1
name,science,1
cervical_cancer,cervical,7
you,still,16
over,they,1
HPV_vaccine,city,5
they,check,1
health,see,1
virus,news,2
women,week,1
my,school,2
family,HPV,1
women,Prevention,1
tomorrow,more,4
sure,just,1
week,why,8
young_woman,screening,1
live,report,1
again,time,1
cervical_cancer,put,4
who,die,7
symptoms,out,1
start,cervical_cancer,8
sex,smell,4
month,promote,1
positive,I,1
out,again,1
someone,take,1
work,death,1
friend,human,1
both,girl,6
study,test,5
cervical_cancer,day,8
anal,who,5
out,against,1
HPV,world,4
world,read,1
Gardasil,available,2
due,cervical_cancer,10
HPV,concern,2
cervical_cancer,common,19
out,more,25
place,you,1
project,cervical_cancer,1
you,increase,1
why,lesbian,1
place,husband,1
against,now,1
better,science,1
way,health,1
lead,get,1
my,know,2
cervix,off,1
when,you,37
screening,cervical_cancer,47
cervical_cancer,deaths,10
most,we,1
who,over,5
HPV_vaccine,safety,5
what,all,3
female,women,1
I_am,forward,1
important,women,5
behind,he,1
aware,January,1
never,do,2
pap_smear,you,35
office,test,1
we,pap,5
talk,your,2
suggest,say,1
last,treatment,1
women,after,2
option,jab,1
today,join,2
Prevention,year,1
all,HPV,17
my,own,4
preventable,how,1
not,despite,1
why,screening,4
some,transmission,1
patient,stop,1
week,still,1
test,against,3
camcer,than,3
take,what,1
who,after,7
help,change,7
take,camcer,2
Lady,against,1
cervical_cancer,kill,3
just,people,5
new,treatment,5
serious,January,1
still,some,1
blood,news,4
some,type,2
January,cervix,1
week,US,1
you,appointment,5
more,national,2
need,time,2
school,HPV,4
what,normal,1
breast_cancer,still,1
when,she,7
speak,doctor,1
research,drug,2
we,prevent,6
TV,pain,1
week,find,3
sure,those,1
again,support,2
back,guess,1
all,together,1
blog,you,2
everything,cervical_cancer,5
know,pap,3
all,I,10
plan,HPV,1
week,my,6
get,like,7
cervical_health,do,1
look,like,5
risk,oral,13
protect,today,2
all,risk,12
they,help,5
american,annual,1
awareness,something,1
I,they,14
since,here,1
still,why,3
hurt,sure,1
no,way,7
cervical_cancer,check_out,4
study,male,1
another,there,1
find,when,2
cervical,detect,1
not,since,1
cervical_cancer,does,6
live,many,1
part,pap_smear,1
many,find,1
I,face,1
during,join,1
smear,treatment,1
immune,bad,1
support,week,3
why,camcer,3
spread,anyone,1
great,remind,1
else,get,3
someone,know,3
bad,bitch,2
go,see,3
cervical_cancer,I_know,3
promote,share,1
cervical_health,all,1
month,over,1
smear,pap_smear,4
know,under,4
off,important,1
behind,where,1
only,camcer,3
response,people,1
now,blood,2
my,you,18
offer,role,1
after,do,2
great,month,1
we,women,7
debate,learn,1
those,over,2
check_out,post,2
access,new,1
they,see,1
know,three,1
university,test,1
I,what,16
forget,cervical_cancer,14
read,I,3
know,do,5
way,risk,1
cervical_cancer,cause,14
people,test,1
way,you,3
save_life,your,8
most,over,1
there,find,5
like,who,2
girl,daily,4
some,strain,1
I_am,against,1
go,check,1
go,health,1
exactly,pap_smear,3
I,side_effect,1
detect,treat,1
far,Gardasil_vaccine,1
last,do,1
cancer,better,1
HPV,who,12
cervical,protection,8
never,they,3
we,Lady,1
get,March,2
outcome,medical,1
we,many,2
pap,thanks,3
regular,which,1
screening,go,1
not,pap_smear,14
shit,Lady,1
HPV_shot,now,3
treat,regular,1
back,I,2
pap,only,2
she,out,3
year,HPV,4
attend,article,1
diagnosis,afraid,1
three,time,3
primary,replace,1
I,just,45
where,against,1
yo,check,1
ad,sex,1
many,system,1
week,research,1
than,again,2
please,post,1
think,cervix,1
Lady,hurt,1
HPV,more,24
not,my,2
against,warts,4
breast,women,4
most,breast,1
city,plan,1
percent,clear,1
women,when,3
HPV,want,3
pink,oral,1
pap,shit,2
you,ya,3
detect,time,2
three,ignore,1
make,difference,3
slow,after,1
women,cervix,1
get,up,13
I,reduce,4
under,you,3
yes,Gardasil,2
check_out,find,2
mom,just,4
doctor,cervical_cancer,10
now,HPV_vaccine,5
among,american,2
young,money,1
case,against,2
coverage,all,1
boy,how,1
regular,out,1
boost,HPV,3
since,know,1
week,take,1
remember,get,1
my,period,3
sex,today,2
go,far,1
news,Prevention,1
HPV_vaccine,I,5
least,screening,1
just,check,2
HPV_shot,cause,1
most,pussy,1
HIV,vaccine,1
Prevention,advice,1
status,high,1
you,crystal_castle,1
out,women,4
side_effect,HPV_vaccine,3
another,event,1
Prevention,raise,2
everyone,anything,1
who,cervix,2
test,screening,23
day,big,1
uncomfortable,you,3
India,read,1
after,awareness,2
get,away,1
please,great,1
good,event,1
all,school,1
HPV_shot,why,1
least,sexually,2
sexually,never,1
when,active,3
cervix,risk,2
over,million,4
my,HPV_shot,13
end,now,4
screening,out,1
cervical_cancer,just,28
take,Twitter,1
cervical_cancer,such,1
my,just,16
you,HIV,4
detect,abnormal,1
someone,get,3
HPV,common,18
last,year,7
January,project,1
what,you,61
target,help,1
awareness,how,3
yearly,medical,3
who,early,2
late,night,1
January,there,2
hey,look,1
female,get,2
camcer,many,2
transmit,learn,1
cervical_cancer,survival,37
January,early,2
camcer,which,6
Gardasil_vaccine,all,3
thanks,safety,1
uncomfortable,what,1
screening,do,3
I,come,2
HPV,cancer,30
January,see,1
hurt,prevent,2
good,Gardasil,1
access,women,3
awareness,here,2
young,boy,2
control,find,1
actually,risk,11
HPV,HPV_vaccine,24
young,link,1
regular,become,1
vaccine,some,4
better,pap,3
not,long,1
go,Lady,2
case,HPV,1
get,body,2
common,some,1
immunization,place,1
week,HPV,2
just,she,5
you,yourself,10
